,ICD_code,diagnosis
18501,X8n8h,"Voldsskade eller overfall i friluft, på hav, sjø eller vann under arbeid i annen næring"
18502,X8n8i,"Voldsskade eller overfall i friluft, på hav, sjø eller vann under arbeid i ukjent eller ikke spesifisert næring"
18503,X8n8j,"Voldsskade eller overfall i friluft, på hav, sjø eller vann under utdanning"
18504,X8n8k,"Voldsskade eller overfall i friluft, på hav, sjø eller vann under verneplikt, militærtjeneste eller siviltjeneste"
18505,X8n8m,"Voldsskade eller overfall i friluft, på hav, sjø eller vann under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18506,X8n8p,"Voldsskade eller overfall i friluft, på hav, sjø eller vann under annen idrett, sport eller mosjon"
18507,X8n8r,"Voldsskade eller overfall i friluft, på hav, sjø eller vann under annen aktivitet"
18508,X8n8y,"Voldsskade eller overfall i friluft, på hav, sjø eller vann under ukjent aktivitet"
18509,X8n9a,"Voldsskade eller overfall på annet sted under arbeid i industri, bergverk, olje eller gass"
18510,X8n9b,Voldsskade eller overfall på annet sted under arbeid i bygg og anlegg
18511,X8n9c,Voldsskade eller overfall på annet sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
18512,X8n9d,Voldsskade eller overfall på annet sted i jordbruk eller skogbruk
18513,X8n9e,Voldsskade eller overfall på annet sted under arbeid med fiske eller fangst
18514,X8n9f,Voldsskade eller overfall på annet sted under arbeid i det militære forsvar
18515,X8n9g,Voldsskade eller overfall på annet sted under arbeid i politi eller fengselsvesen
18516,X8n9h,Voldsskade eller overfall på annet sted under arbeid i annen næring
18517,X8n9i,Voldsskade eller overfall på annet sted under arbeid i ukjent eller ikke spesifisert næring
18518,X8n9j,Voldsskade eller overfall på annet sted under utdanning
18519,X8n9k,"Voldsskade eller overfall på annet sted under verneplikt, militærtjeneste eller siviltjeneste"
18520,X8n9m,"Voldsskade eller overfall på annet sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18521,X8n9p,"Voldsskade eller overfall på annet sted under annen idrett, sport eller mosjon"
18522,X8n9r,Voldsskade eller overfall på annet sted under annen aktivitet
18523,X8n9y,Voldsskade eller overfall på annet sted under ukjent aktivitet
18524,X8nxa,"Voldsskade eller overfall på ukjent sted under arbeid i industri, bergverk, olje eller gass"
18525,X8nxb,Voldsskade eller overfall på ukjent sted under arbeid i bygg og anlegg
18526,X8nxc,Voldsskade eller overfall på ukjent sted i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
18527,X8nxd,Voldsskade eller overfall på ukjent sted i jordbruk eller skogbruk
18528,X8nxe,Voldsskade eller overfall på ukjent sted under arbeid med fiske eller fangst
18529,X8nxf,Voldsskade eller overfall på ukjent sted under arbeid i det militære forsvar
18530,X8nxg,Voldsskade eller overfall på ukjent sted under arbeid i politi eller fengselsvesen
18531,X8nxh,Voldsskade eller overfall på ukjent sted under arbeid i annen næring
18532,X8nxi,Voldsskade eller overfall på ukjent sted under arbeid i ukjent eller ikke spesifisert næring
18533,X8nxj,Voldsskade eller overfall på ukjent sted under utdanning
18534,X8nxk,"Voldsskade eller overfall på ukjent sted under verneplikt, militærtjeneste eller siviltjeneste"
18535,X8nxm,"Voldsskade eller overfall på ukjent sted under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18536,X8nxp,"Voldsskade eller overfall på ukjent sted under annen idrett, sport eller mosjon"
18537,X8nxr,Voldsskade eller overfall på ukjent sted under annen aktivitet
18538,X8nxy,Voldsskade eller overfall på ukjent sted under ukjent aktivitet
18539,Y1n0a,"Uklart om skade er påført med hensikt i bolig eller boligområde under arbeid i industri, bergverk, olje eller gass"
18540,Y1n0b,Uklart om skade er påført med hensikt i bolig eller boligområde under arbeid i bygg og anlegg
18541,Y1n0c,Uklart om skade er påført med hensikt i bolig eller boligområde i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
18542,Y1n0d,Uklart om skade er påført med hensikt i bolig eller boligområde i jordbruk eller skogbruk
18543,Y1n0e,Uklart om skade er påført med hensikt i bolig eller boligområde under arbeid med fiske eller fangst
18544,Y1n0f,Uklart om skade er påført med hensikt i bolig eller boligområde under arbeid i det militære forsvar
18545,Y1n0g,Uklart om skade er påført med hensikt i bolig eller boligområde under arbeid i politi eller fengselsvesen
18546,Y1n0h,Uklart om skade er påført med hensikt i bolig eller boligområde under arbeid i annen næring
18547,Y1n0i,Uklart om skade er påført med hensikt i bolig eller boligområde under arbeid i ukjent eller ikke spesifisert næring
18548,Y1n0j,Uklart om skade er påført med hensikt i bolig eller boligområde under utdanning
18549,Y1n0k,"Uklart om skade er påført med hensikt i bolig eller boligområde under verneplikt, militærtjeneste eller siviltjeneste"
18550,Y1n0m,"Uklart om skade er påført med hensikt i bolig eller boligområde under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18551,Y1n0p,"Uklart om skade er påført med hensikt i bolig eller boligområde under annen idrett, sport eller mosjon"
18552,Y1n0r,Uklart om skade er påført med hensikt i bolig eller boligområde under annen aktivitet
18553,Y1n0y,Uklart om skade er påført med hensikt i bolig eller boligområde under ukjent aktivitet
18554,Y1n1a,"Uklart om skade er påført med hensikt ved veitrafikkulykke under arbeid i industri, bergverk, olje eller gass"
18555,Y1n1b,Uklart om skade er påført med hensikt ved veitrafikkulykke under arbeid i bygg og anlegg
18556,Y1n1c,Uklart om skade er påført med hensikt ved veitrafikkulykke i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
18557,Y1n1d,Uklart om skade er påført med hensikt ved veitrafikkulykke i jordbruk eller skogbruk
18558,Y1n1e,Uklart om skade er påført med hensikt ved veitrafikkulykke under arbeid med fiske eller fangst
18559,Y1n1f,Uklart om skade er påført med hensikt ved veitrafikkulykke under arbeid i det militære forsvar
18560,Y1n1g,Uklart om skade er påført med hensikt ved veitrafikkulykke under arbeid i politi eller fengselsvesen
18561,Y1n1h,Uklart om skade er påført med hensikt ved veitrafikkulykke under arbeid i annen næring
18562,Y1n1i,Uklart om skade er påført med hensikt ved veitrafikkulykke under arbeid i ukjent eller ikke spesifisert næring
18563,Y1n1j,Uklart om skade er påført med hensikt ved veitrafikkulykke under utdanning
18564,Y1n1k,"Uklart om skade er påført med hensikt ved veitrafikkulykke under verneplikt, militærtjeneste eller siviltjeneste"
18565,Y1n1m,"Uklart om skade er påført med hensikt ved veitrafikkulykke under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18566,Y1n1p,"Uklart om skade er påført med hensikt ved veitrafikkulykke under annen idrett, sport eller mosjon"
18567,Y1n1r,Uklart om skade er påført med hensikt ved veitrafikkulykke under annen aktivitet
18568,Y1n1y,Uklart om skade er påført med hensikt ved veitrafikkulykke under ukjent aktivitet
18569,Y1n2a,"Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under arbeid i industri, bergverk, olje eller gass"
18570,Y1n2b,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under arbeid i bygg og anlegg
18571,Y1n2c,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
18572,Y1n2d,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei i jordbruk eller skogbruk
18573,Y1n2e,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under arbeid med fiske eller fangst
18574,Y1n2f,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under arbeid i det militære forsvar
18575,Y1n2g,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under arbeid i politi eller fengselsvesen
18576,Y1n2h,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under arbeid i annen næring
18577,Y1n2i,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under arbeid i ukjent eller ikke spesifisert næring
18578,Y1n2j,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under utdanning
18579,Y1n2k,"Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under verneplikt, militærtjeneste eller siviltjeneste"
18580,Y1n2m,"Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18581,Y1n2p,"Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under annen idrett, sport eller mosjon"
18582,Y1n2r,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under annen aktivitet
18583,Y1n2y,Uklart om skade er påført med hensikt ved annen ulykke på gate eller vei under ukjent aktivitet
18584,Y1n3a,"Uklart om skade er påført med hensikt i barnehage eller på lekeplass under arbeid i industri, bergverk, olje eller gass"
18585,Y1n3b,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under arbeid i bygg og anlegg
18586,Y1n3c,Uklart om skade er påført med hensikt i barnehage eller på lekeplass i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
18587,Y1n3d,Uklart om skade er påført med hensikt i barnehage eller på lekeplass i jordbruk eller skogbruk
18588,Y1n3e,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under arbeid med fiske eller fangst
18589,Y1n3f,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under arbeid i det militære forsvar
18590,Y1n3g,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under arbeid i politi eller fengselsvesen
18591,Y1n3h,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under arbeid i annen næring
18592,Y1n3i,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under arbeid i ukjent eller ikke spesifisert næring
18593,Y1n3j,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under utdanning
18594,Y1n3k,"Uklart om skade er påført med hensikt i barnehage eller på lekeplass under verneplikt, militærtjeneste eller siviltjeneste"
18595,Y1n3m,"Uklart om skade er påført med hensikt i barnehage eller på lekeplass under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18596,Y1n3p,"Uklart om skade er påført med hensikt i barnehage eller på lekeplass under annen idrett, sport eller mosjon"
18597,Y1n3r,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under annen aktivitet
18598,Y1n3y,Uklart om skade er påført med hensikt i barnehage eller på lekeplass under ukjent aktivitet
18599,Y1n4a,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under arbeid i industri, bergverk, olje eller gass"
18600,Y1n4b,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under arbeid i bygg og anlegg"
18601,Y1n4c,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel"
18602,Y1n4d,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård i jordbruk eller skogbruk"
18603,Y1n4e,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under arbeid med fiske eller fangst"
18604,Y1n4f,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under arbeid i det militære forsvar"
18605,Y1n4g,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under arbeid i politi eller fengselsvesen"
18606,Y1n4h,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under arbeid i annen næring"
18607,Y1n4i,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under arbeid i ukjent eller ikke spesifisert næring"
18608,Y1n4j,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under utdanning"
18609,Y1n4k,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under verneplikt, militærtjeneste eller siviltjeneste"
18610,Y1n4m,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18611,Y1n4p,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under annen idrett, sport eller mosjon"
18612,Y1n4r,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under annen aktivitet"
18613,Y1n4y,"Uklart om skade er påført med hensikt på skole, høyskole eller i skolegård under ukjent aktivitet"
18614,Y1n5a,"Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i industri, bergverk, olje eller gass"
18615,Y1n5b,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i bygg og anlegg
18616,Y1n5c,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon i all virksomhet knyttet til olje-/gassutvinning på norsk kontinentalsokkel
18617,Y1n5d,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon i jordbruk eller skogbruk
18618,Y1n5e,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid med fiske eller fangst
18619,Y1n5f,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i det militære forsvar
18620,Y1n5g,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i politi eller fengselsvesen
18621,Y1n5h,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i annen næring
18622,Y1n5i,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under arbeid i ukjent eller ikke spesifisert næring
18623,Y1n5j,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under utdanning
18624,Y1n5k,"Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under verneplikt, militærtjeneste eller siviltjeneste"
18625,Y1n5m,"Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under idrett, sport eller mosjon i utdanning/verneplikt/siviltjeneste"
18626,Y1n5p,"Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen idrett, sport eller mosjon"
18627,Y1n5r,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under annen aktivitet
18628,Y1n5y,Uklart om skade er påført med hensikt i somatisk eller psykiatrisk sykehus eller helseinstitusjon under ukjent aktivitet
18629,Y1n6a,"Uklart om skade er påført med hensikt i fellesboform for pleie og omsorg, på sykehjem eller aldershjem under arbeid i industri, bergverk, olje eller gass"
